( 6 + ( 6 * ( 6 + 9 ) ) )	6 6 6 9 + * +	96.0
( ( ( 2 + 3 ) / 2 ) * 3 )	2 3 + 2 / 3 *	7.5
( ( ( 6 * 4 ) + 5 ) / 4 )	6 4 * 5 + 4 /	7.25
( 7 - ( 7 * ( 7 * 2 ) ) )	7 7 7 2 * * -	-91.0
( ( 5 * 1 ) + ( 5 * 0 ) )	5 1 * 5 0 * +	5.0
( ( ( 1 + 7 ) - 7 ) * 7 )	1 7 + 7 - 7 *	7.0
( 3 - ( 3 + ( 3 / 6 ) ) )	3 3 3 6 / + -	-0.5
( ( ( 3 - 7 ) + 6 ) - 7 )	3 7 - 6 + 7 -	-5.0
( ( 2 / 4 ) + ( 3 * 5 ) )	2 4 / 3 5 * +	15.5
( ( ( 0 + 7 ) - 6 ) + 7 )	0 7 + 6 - 7 +	8.0
( 3 / ( 3 + ( 3 + 5 ) ) )	3 3 3 5 + + /	0.2727272727272727
( 5 + ( 4 / ( 5 - 9 ) ) )	5 4 5 9 - / +	4.0
( 1 * ( 1 * ( 1 - 1 ) ) )	1 1 1 1 - * *	0.0
( ( ( 2 * 2 ) / 3 ) / 3 )	2 2 * 3 / 3 /	0.4444444444444444
( 8 + ( 9 - ( 9 + 6 ) ) )	8 9 9 6 + - +	2.0
( 5 * ( 5 - ( 4 - 1 ) ) )	5 5 4 1 - - *	10.0
( ( 0 / 1 ) / ( 0 + 1 ) )	0 1 / 0 1 + /	0.0
( ( 5 - 8 ) + 8 )	5 8 - 8 +	5.0
( ( ( 8 * 8 ) + 8 ) - 8 )	8 8 * 8 + 8 -	64.0
( ( ( 0 * 2 ) * 2 ) - 3 )	0 2 * 2 * 3 -	-3.0
( 2 - ( 2 + ( 2 / 3 ) ) )	2 2 2 3 / + -	-0.6666666666666665
( ( 4 + 5 ) / ( 4 + 5 ) )	4 5 + 4 5 + /	1.0
( 5 * ( 5 / ( 4 / 6 ) ) )	5 5 4 6 / / *	37.5
( ( 4 * 5 ) / ( 4 * 5 ) )	4 5 * 4 5 * /	1.0
( ( ( 1 / 2 ) / 2 ) / 2 )	1 2 / 2 / 2 /	0.125
( 8 - ( 8 * ( 9 / 6 ) ) )	8 8 9 6 / * -	-4.0
( ( 6 * 4 ) - ( 6 + 4 ) )	6 4 * 6 4 + -	14.0
( 5 - 9 )	5 9 -	-4.0
( ( 7 + 4 ) * ( 7 * 4 ) )	7 4 + 7 4 * *	308.0
( 8 / ( 9 * ( 9 / 5 ) ) )	8 9 9 5 / * /	0.4938271604938272
( ( 4 + 4 ) - 4 )	4 4 + 4 -	4.0
( 0 - ( 0 - 9 ) )	0 0 9 - -	9.0
( ( 8 / 4 ) / ( 8 + 5 ) )	8 4 / 8 5 + /	0.15384615384615385
( 8 / ( 8 / ( 8 / 9 ) ) )	8 8 8 9 / / /	0.8888888888888888
( ( ( 5 + 2 ) - 3 ) - 3 )	5 2 + 3 - 3 -	1.0
( 9 / ( 9 / ( 9 * 7 ) ) )	9 9 9 7 * / /	63.0
( 3 * ( 3 + ( 3 / 6 ) ) )	3 3 3 6 / + *	10.5
( 6 / ( 7 * ( 7 + 9 ) ) )	6 7 7 9 + * /	0.05357142857142857
( 6 * ( 6 + ( 7 - 8 ) ) )	6 6 7 8 - + *	30.0
( ( 5 * 1 ) + 0 )	5 1 * 0 +	5.0
( ( 3 - 6 ) * ( 3 * 6 ) )	3 6 - 3 6 * *	-54.0
( 4 + ( 5 / ( 4 * 9 ) ) )	4 5 4 9 * / +	4.138888888888889
( ( 7 / 1 ) / ( 6 + 1 ) )	7 1 / 6 1 + /	1.0
( ( 3 / 5 ) - ( 3 + 5 ) )	3 5 / 3 5 + -	-7.4
( 4 - ( 5 / ( 5 + 0 ) ) )	4 5 5 0 + / -	3.0
( 4 - ( 4 * ( 5 + 1 ) ) )	4 4 5 1 + * -	-20.0
( 8 * ( 9 / ( 8 / 2 ) ) )	8 9 8 2 / / *	18.0
( 4 * ( 5 * ( 5 + 3 ) ) )	4 5 5 3 + * *	160.0
( ( 2 / 6 ) + ( 2 - 6 ) )	2 6 / 2 6 - +	-3.6666666666666665
( ( 3 * 5 ) - ( 2 - 4 ) )	3 5 * 2 4 - -	17.0
( 4 - ( 4 * 7 ) )	4 4 7 * -	-24.0
( ( 9 * 5 ) / ( 9 * 4 ) )	9 5 * 9 4 * /	1.25
( 5 - ( 4 + ( 5 + 0 ) ) )	5 4 5 0 + + -	-4.0
( ( ( 6 + 3 ) + 3 ) + 3 )	6 3 + 3 + 3 +	15.0
( ( ( 8 * 1 ) / 1 ) / 1 )	8 1 * 1 / 1 /	8.0
( ( ( 5 / 7 ) / 7 ) + 7 )	5 7 / 7 / 7 +	7.1020408163265305
( ( ( 5 / 5 ) / 5 ) / 5 )	5 5 / 5 / 5 /	0.04
( 2 - ( 2 * ( 2 - 4 ) ) )	2 2 2 4 - * -	6.0
( ( ( 9 * 4 ) - 4 ) / 4 )	9 4 * 4 - 4 /	8.0
( ( ( 2 + 1 ) / 1 ) - 0 )	2 1 + 1 / 0 -	3.0
( 5 + ( 4 + ( 5 + 1 ) ) )	5 4 5 1 + + +	15.0
( 0 - ( 0 * ( 1 - 1 ) ) )	0 0 1 1 - * -	0.0
( ( ( 6 / 4 ) / 4 ) / 5 )	6 4 / 4 / 5 /	0.075
( ( ( 5 - 7 ) * 7 ) - 6 )	5 7 - 7 * 6 -	-20.0
( ( ( 0 + 2 ) * 3 ) - 3 )	0 2 + 3 * 3 -	3.0
( ( ( 8 * 7 ) * 7 ) * 7 )	8 7 * 7 * 7 *	2744.0
( ( 1 + 9 ) / ( 1 * 9 ) )	1 9 + 1 9 * /	1.1111111111111112
( ( ( 9 - 4 ) / 5 ) - 4 )	9 4 - 5 / 4 -	-3.0
( ( 4 / 9 ) / ( 4 - 9 ) )	4 9 / 4 9 - /	-0.08888888888888888
( ( ( 7 + 0 ) + 0 ) - 0 )	7 0 + 0 + 0 -	7.0
( ( ( 2 + 2 ) * 2 ) - 3 )	2 2 + 2 * 3 -	5.0
( 9 / ( 8 - ( 8 - 3 ) ) )	9 8 8 3 - - /	3.0
( 8 * ( 8 + 5 ) )	8 8 5 + *	104.0
( ( ( 2 / 1 ) * 0 ) * 0 )	2 1 / 0 * 0 *	0.0
( 2 / ( 3 * ( 3 * 5 ) ) )	2 3 3 5 * * /	0.044444444444444446
( 8 / ( 8 / ( 8 + 4 ) ) )	8 8 8 4 + / /	12.0
( 5 - ( 5 + ( 5 / 4 ) ) )	5 5 5 4 / + -	-1.25
( ( ( 0 * 7 ) - 6 ) - 6 )	0 7 * 6 - 6 -	-12.0
( ( 0 - 9 ) - ( 0 - 9 ) )	0 9 - 0 9 - -	0.0
( ( 9 + 2 ) * ( 9 / 2 ) )	9 2 + 9 2 / *	49.5
( ( 2 * 5 ) * ( 2 - 4 ) )	2 5 * 2 4 - *	-20.0
( ( 9 + 5 ) - ( 8 + 5 ) )	9 5 + 8 5 + -	1.0
( ( 8 * 8 ) * ( 8 - 8 ) )	8 8 * 8 8 - *	0.0
( ( 2 - 7 ) - ( 2 * 7 ) )	2 7 - 2 7 * -	-19.0
( 2 * ( 2 * ( 3 + 5 ) ) )	2 2 3 5 + * *	32.0
( ( 6 + 0 ) / ( 7 + 1 ) )	6 0 + 7 1 + /	0.75
( 3 + ( 3 * ( 3 * 5 ) ) )	3 3 3 5 * * +	48.0
( ( 2 * 3 ) + ( 2 + 3 ) )	2 3 * 2 3 + +	11.0
( ( 9 * 2 ) - 2 )	9 2 * 2 -	16.0
( ( 8 * 3 ) + ( 8 - 3 ) )	8 3 * 8 3 - +	29.0
( 7 - ( 6 + ( 6 * 0 ) ) )	7 6 6 0 * + -	1.0
( 1 - ( 1 * ( 1 - 0 ) ) )	1 1 1 0 - * -	0.0
( 5 + ( 4 / ( 4 + 4 ) ) )	5 4 4 4 + / +	5.5
( ( 2 * 5 ) * ( 2 / 5 ) )	2 5 * 2 5 / *	4.0
( 5 / ( 4 + ( 4 + 4 ) ) )	5 4 4 4 + + /	0.4166666666666667
( ( 2 * 2 ) / ( 2 + 3 ) )	2 2 * 2 3 + /	0.8
( ( ( 1 * 6 ) - 6 ) / 6 )	1 6 * 6 - 6 /	0.0
( ( 0 + 8 ) - ( 0 / 8 ) )	0 8 + 0 8 / -	8.0
( ( ( 6 / 3 ) * 3 ) / 3 )	6 3 / 3 * 3 /	2.0
( 2 / ( 3 + ( 2 / 4 ) ) )	2 3 2 4 / + /	0.5714285714285714
( 9 / ( 9 * ( 9 - 1 ) ) )	9 9 9 1 - * /	0.125
( ( ( 2 / 4 ) - 4 ) * 4 )	2 4 / 4 - 4 *	-14.0
( ( ( 5 + 2 ) / 2 ) / 3 )	5 2 + 2 / 3 /	1.1666666666666667
( ( ( 0 * 7 ) + 7 ) * 7 )	0 7 * 7 + 7 *	49.0
( 7 / ( 6 - ( 7 + 8 ) ) )	7 6 7 8 + - /	-0.7777777777777778
( ( ( 6 / 4 ) * 4 ) + 5 )	6 4 / 4 * 5 +	11.0
( ( ( 5 / 8 ) + 8 ) + 8 )	5 8 / 8 + 8 +	16.625
( 9 / ( 9 / ( 9 - 5 ) ) )	9 9 9 5 - / /	4.0
( ( 9 * 8 ) - ( 9 - 9 ) )	9 8 * 9 9 - -	72.0
( ( ( 8 * 7 ) - 7 ) * 7 )	8 7 * 7 - 7 *	343.0
( ( ( 3 + 6 ) / 6 ) * 7 )	3 6 + 6 / 7 *	10.5
( 6 + ( 7 + ( 6 - 3 ) ) )	6 7 6 3 - + +	16.0
( ( ( 1 * 4 ) / 5 ) * 4 )	1 4 * 5 / 4 *	3.2
( 9 / ( 9 / ( 8 * 3 ) ) )	9 9 8 3 * / /	24.0
( ( 0 + 4 ) + ( 0 + 4 ) )	0 4 + 0 4 + +	8.0
( 9 * ( 9 * 3 ) )	9 9 3 * *	243.0
( ( 6 * 2 ) + ( 6 * 2 ) )	6 2 * 6 2 * +	24.0
( ( ( 2 * 2 ) - 2 ) - 3 )	2 2 * 2 - 3 -	-1.0
( 2 * ( 2 / ( 2 + 1 ) ) )	2 2 2 1 + / *	1.3333333333333333
( ( ( 9 + 3 ) * 3 ) + 3 )	9 3 + 3 * 3 +	39.0
( 8 - ( 9 / 5 ) )	8 9 5 / -	6.2
( ( 7 - 6 ) - ( 6 + 6 ) )	7 6 - 6 6 + -	-11.0
( ( 6 * 8 ) / ( 6 - 8 ) )	6 8 * 6 8 - /	-24.0
( ( ( 8 + 4 ) - 5 ) - 4 )	8 4 + 5 - 4 -	3.0
( 9 - ( 9 * ( 9 + 7 ) ) )	9 9 9 7 + * -	-135.0
( ( ( 6 * 0 ) - 1 ) / 1 )	6 0 * 1 - 1 /	-1.0
( ( ( 4 + 8 ) / 8 ) + 9 )	4 8 + 8 / 9 +	10.5
( ( ( 1 + 2 ) / 3 ) / 2 )	1 2 + 3 / 2 /	0.5
( 8 + ( 9 + ( 9 - 2 ) ) )	8 9 9 2 - + +	24.0
( ( 3 - 5 ) / ( 3 / 5 ) )	3 5 - 3 5 / /	-3.3333333333333335
( ( 4 * 3 ) / ( 5 + 2 ) )	4 3 * 5 2 + /	1.7142857142857142
( ( 6 * 6 ) / ( 7 * 6 ) )	6 6 * 7 6 * /	0.8571428571428571
( ( ( 8 / 5 ) * 4 ) - 5 )	8 5 / 4 * 5 -	1.4000000000000004
( 8 / ( 8 - ( 8 - 2 ) ) )	8 8 8 2 - - /	4.0
( ( ( 0 + 5 ) / 5 ) / 5 )	0 5 + 5 / 5 /	0.2
( 1 - ( 1 + ( 0 * 9 ) ) )	1 1 0 9 * + -	0.0
( 7 - ( 6 - ( 6 * 1 ) ) )	7 6 6 1 * - -	7.0
( 1 * ( 1 * ( 1 + 0 ) ) )	1 1 1 0 + * *	1.0
( ( 5 - 2 ) - ( 5 + 2 ) )	5 2 - 5 2 + -	-4.0
( 9 * ( 9 - ( 8 / 5 ) ) )	9 9 8 5 / - *	66.60000000000001
( ( 8 / 4 ) - ( 8 - 5 ) )	8 4 / 8 5 - -	-1.0
( 5 * ( 4 + 1 ) )	5 4 1 + *	25.0
( 6 + ( 7 * ( 6 + 0 ) ) )	6 7 6 0 + * +	48.0
( ( ( 2 - 8 ) * 8 ) * 8 )	2 8 - 8 * 8 *	-384.0
( 4 + ( 5 / 3 ) )	4 5 3 / +	5.666666666666667
( ( ( 9 * 3 ) + 3 ) - 3 )	9 3 * 3 + 3 -	27.0
( ( 9 * 5 ) - ( 9 + 4 ) )	9 5 * 9 4 + -	32.0
( ( 2 + 4 ) - ( 2 / 4 ) )	2 4 + 2 4 / -	5.5
( 3 - ( 2 + ( 3 / 3 ) ) )	3 2 3 3 / + -	0.0
( ( 4 - 2 ) * ( 4 + 2 ) )	4 2 - 4 2 + *	12.0
( 5 - ( 4 - ( 5 + 5 ) ) )	5 4 5 5 + - -	11.0
( ( ( 4 + 0 ) + 0 ) * 1 )	4 0 + 0 + 1 *	4.0
( 1 / ( 1 * ( 1 * 3 ) ) )	1 1 1 3 * * /	0.3333333333333333
( ( ( 9 + 1 ) - 1 ) * 1 )	9 1 + 1 - 1 *	9.0
( ( ( 0 * 9 ) / 8 ) - 8 )	0 9 * 8 / 8 -	-8.0
( ( ( 9 + 0 ) + 0 ) + 0 )	9 0 + 0 + 0 +	9.0
( ( ( 9 * 9 ) * 8 ) * 9 )	9 9 * 8 * 9 *	5832.0
( 0 + ( 1 / ( 1 + 2 ) ) )	0 1 1 2 + / +	0.3333333333333333
( 6 - ( 7 + 4 ) )	6 7 4 + -	-5.0
( ( 7 * 3 ) * ( 6 + 3 ) )	7 3 * 6 3 + *	189.0
( 6 + ( 6 + ( 6 - 3 ) ) )	6 6 6 3 - + +	15.0
( 6 * ( 6 * 2 ) )	6 6 2 * *	72.0
( 4 * ( 5 * 3 ) )	4 5 3 * *	60.0
( ( ( 9 + 9 ) / 9 ) / 9 )	9 9 + 9 / 9 /	0.2222222222222222
( ( ( 9 / 7 ) / 7 ) * 7 )	9 7 / 7 / 7 *	1.2857142857142858
( 2 + ( 2 / ( 2 - 1 ) ) )	2 2 2 1 - / +	4.0
( 5 + ( 5 * ( 5 * 3 ) ) )	5 5 5 3 * * +	80.0
( ( ( 0 + 6 ) - 6 ) / 6 )	0 6 + 6 - 6 /	0.0
( ( 7 * 6 ) * ( 6 / 6 ) )	7 6 * 6 6 / *	42.0
( ( 0 / 9 ) + ( 0 * 9 ) )	0 9 / 0 9 * +	0.0
( 4 * ( 5 + ( 4 + 6 ) ) )	4 5 4 6 + + *	60.0
( ( 8 - 5 ) - ( 8 - 4 ) )	8 5 - 8 4 - -	-1.0
( ( 5 - 6 ) * ( 5 * 6 ) )	5 6 - 5 6 * *	-30.0
( ( ( 0 - 9 ) + 8 ) + 9 )	0 9 - 8 + 9 +	8.0
( ( 8 / 6 ) * 6 )	8 6 / 6 *	8.0
( ( 6 / 5 ) + ( 6 + 4 ) )	6 5 / 6 4 + +	11.2
( 6 - ( 7 - ( 7 / 1 ) ) )	6 7 7 1 / - -	6.0
( ( ( 1 + 2 ) / 2 ) + 2 )	1 2 + 2 / 2 +	3.5
( ( ( 0 * 2 ) / 3 ) / 2 )	0 2 * 3 / 2 /	0.0
( 6 / ( 7 * 6 ) )	6 7 6 * /	0.14285714285714285
( ( ( 4 / 7 ) / 7 ) / 7 )	4 7 / 7 / 7 /	0.011661807580174927
( ( ( 1 - 4 ) + 4 ) - 5 )	1 4 - 4 + 5 -	-4.0
( 8 / ( 8 / ( 8 - 7 ) ) )	8 8 8 7 - / /	1.0
( ( 7 + 6 ) + 6 )	7 6 + 6 +	19.0
( ( ( 3 * 7 ) + 7 ) / 6 )	3 7 * 7 + 6 /	4.666666666666667
( 3 + ( 3 / ( 2 + 5 ) ) )	3 3 2 5 + / +	3.4285714285714284
( ( 6 * 2 ) - ( 6 * 2 ) )	6 2 * 6 2 * -	0.0
( ( 4 * 5 ) * ( 4 + 5 ) )	4 5 * 4 5 + *	180.0
( 5 * ( 5 + ( 5 - 5 ) ) )	5 5 5 5 - + *	25.0
( ( ( 3 + 1 ) * 1 ) / 1 )	3 1 + 1 * 1 /	4.0
( ( ( 5 + 7 ) * 7 ) * 7 )	5 7 + 7 * 7 *	588.0
( ( ( 3 - 7 ) / 7 ) * 6 )	3 7 - 7 / 6 *	-3.4285714285714284
( 2 + ( 2 / ( 2 * 2 ) ) )	2 2 2 2 * / +	2.5
( 7 - ( 6 / ( 6 * 1 ) ) )	7 6 6 1 * / -	6.0
( ( 4 + 4 ) / ( 5 + 4 ) )	4 4 + 5 4 + /	0.8888888888888888
( 7 - ( 7 / ( 7 * 9 ) ) )	7 7 7 9 * / -	6.888888888888889
( ( 9 - 9 ) + ( 9 / 9 ) )	9 9 - 9 9 / +	1.0
( ( 2 - 5 ) - ( 2 - 5 ) )	2 5 - 2 5 - -	0.0
( 4 / ( 4 * ( 5 + 0 ) ) )	4 4 5 0 + * /	0.2
( 3 / ( 3 + 4 ) )	3 3 4 + /	0.42857142857142855
( 6 * ( 6 - 4 ) )	6 6 4 - *	12.0
( ( ( 8 / 8 ) * 9 ) - 9 )	8 8 / 9 * 9 -	0.0
( ( 5 * 2 ) - ( 5 - 3 ) )	5 2 * 5 3 - -	8.0
( ( ( 3 * 7 ) * 6 ) - 7 )	3 7 * 6 * 7 -	119.0
( ( ( 6 - 0 ) + 1 ) - 1 )	6 0 - 1 + 1 -	6.0
( ( ( 8 + 7 ) * 7 ) * 6 )	8 7 + 7 * 6 *	630.0
( ( ( 4 * 8 ) + 8 ) + 8 )	4 8 * 8 + 8 +	48.0
( 6 * ( 7 * ( 6 - 9 ) ) )	6 7 6 9 - * *	-126.0
( ( 3 + 7 ) * ( 3 + 7 ) )	3 7 + 3 7 + *	100.0
( 2 * ( 3 / ( 3 / 3 ) ) )	2 3 3 3 / / *	6.0
( 7 / ( 6 + ( 6 + 9 ) ) )	7 6 6 9 + + /	0.3333333333333333
( ( 5 + 3 ) * 2 )	5 3 + 2 *	16.0
( ( 9 - 4 ) / ( 8 * 5 ) )	9 4 - 8 5 * /	0.125
( 5 + ( 4 + ( 4 * 9 ) ) )	5 4 4 9 * + +	45.0
( 7 - ( 6 - ( 7 * 3 ) ) )	7 6 7 3 * - -	22.0
( 8 + ( 8 * ( 9 * 7 ) ) )	8 8 9 7 * * +	512.0
( 4 - ( 5 / ( 5 / 7 ) ) )	4 5 5 7 / / -	-3.0
( 0 + ( 0 * ( 0 + 6 ) ) )	0 0 0 6 + * +	0.0
( 0 + ( 0 + ( 0 / 8 ) ) )	0 0 0 8 / + +	0.0
( ( ( 8 / 3 ) * 3 ) + 3 )	8 3 / 3 * 3 +	11.0
( ( ( 1 + 1 ) + 1 ) + 1 )	1 1 + 1 + 1 +	4.0
( 2 / ( 2 + ( 2 * 6 ) ) )	2 2 2 6 * + /	0.14285714285714285
( ( 8 + 6 ) - ( 8 + 6 ) )	8 6 + 8 6 + -	0.0
( 5 * 0 )	5 0 *	0.0
( ( ( 2 + 5 ) / 4 ) - 5 )	2 5 + 4 / 5 -	-3.25
( ( ( 2 / 3 ) / 3 ) / 2 )	2 3 / 3 / 2 /	0.1111111111111111
( 5 / ( 5 + ( 4 - 3 ) ) )	5 5 4 3 - + /	0.8333333333333334
( 4 - ( 4 - ( 5 - 6 ) ) )	4 4 5 6 - - -	-1.0
( ( ( 7 - 1 ) * 0 ) * 1 )	7 1 - 0 * 1 *	0.0
( ( ( 2 * 3 ) + 3 ) * 3 )	2 3 * 3 + 3 *	27.0
( ( ( 4 * 9 ) - 9 ) - 9 )	4 9 * 9 - 9 -	18.0
( ( 3 / 9 ) - 8 )	3 9 / 8 -	-7.666666666666667
( ( ( 5 / 7 ) + 7 ) * 6 )	5 7 / 7 + 6 *	46.285714285714285
( 9 - ( 8 * ( 8 * 2 ) ) )	9 8 8 2 * * -	-119.0
( 7 * ( 7 / ( 6 - 3 ) ) )	7 7 6 3 - / *	16.333333333333336
( ( ( 0 * 1 ) * 1 ) / 1 )	0 1 * 1 * 1 /	0.0
( ( 6 + 6 ) + 6 )	6 6 + 6 +	18.0
( ( ( 5 * 1 ) / 1 ) * 0 )	5 1 * 1 / 0 *	0.0
( 3 * ( 3 * ( 3 - 6 ) ) )	3 3 3 6 - * *	-27.0
( 2 - ( 2 * ( 3 / 5 ) ) )	2 2 3 5 / * -	0.8
( ( ( 6 * 2 ) * 2 ) + 2 )	6 2 * 2 * 2 +	26.0
( ( ( 8 * 0 ) * 0 ) + 0 )	8 0 * 0 * 0 +	0.0
( ( 9 * 6 ) / ( 9 / 6 ) )	9 6 * 9 6 / /	36.0
( ( ( 5 * 3 ) + 3 ) * 2 )	5 3 * 3 + 2 *	36.0
( 7 + ( 6 * ( 7 * 2 ) ) )	7 6 7 2 * * +	91.0
( ( ( 0 * 2 ) + 3 ) - 2 )	0 2 * 3 + 2 -	1.0
( ( 7 - 1 ) * ( 7 + 0 ) )	7 1 - 7 0 + *	42.0
( ( 0 + 4 ) * ( 0 / 4 ) )	0 4 + 0 4 / *	0.0
( 0 - ( 0 + ( 1 + 2 ) ) )	0 0 1 2 + + -	-3.0
( 3 + ( 2 * ( 3 + 3 ) ) )	3 2 3 3 + * +	15.0
( ( 7 - 0 ) + ( 6 + 1 ) )	7 0 - 6 1 + +	14.0
( ( ( 7 / 5 ) + 5 ) - 5 )	7 5 / 5 + 5 -	1.4000000000000004
( 9 * 9 )	9 9 *	81.0
( 3 / ( 3 - ( 3 / 7 ) ) )	3 3 3 7 / - /	1.1666666666666665
( 2 / ( 2 - ( 2 + 6 ) ) )	2 2 2 6 + - /	-0.3333333333333333
( ( ( 1 + 8 ) + 9 ) + 9 )	1 8 + 9 + 9 +	27.0
( 8 + ( 8 - ( 9 + 6 ) ) )	8 8 9 6 + - +	1.0
( ( ( 4 * 0 ) - 1 ) * 0 )	4 0 * 1 - 0 *	0.0
( ( 7 * 0 ) - ( 6 + 0 ) )	7 0 * 6 0 + -	-6.0
( ( ( 1 * 0 ) * 1 ) - 0 )	1 0 * 1 * 0 -	0.0
( ( 4 - 1 ) + ( 4 * 0 ) )	4 1 - 4 0 * +	3.0
( ( 0 - 9 ) - ( 0 / 9 ) )	0 9 - 0 9 / -	-9.0
( ( 3 - 4 ) / 4 )	3 4 - 4 /	-0.25
( ( 5 * 1 ) * ( 4 * 1 ) )	5 1 * 4 1 * *	20.0
( 8 / ( 9 - ( 9 - 2 ) ) )	8 9 9 2 - - /	4.0
( ( ( 8 * 5 ) / 4 ) - 5 )	8 5 * 4 / 5 -	5.0
( 5 * ( 4 - ( 4 / 6 ) ) )	5 4 4 6 / - *	16.666666666666668
( 5 - ( 4 - ( 5 / 6 ) ) )	5 4 5 6 / - -	1.8333333333333335
( ( ( 7 * 1 ) - 0 ) * 0 )	7 1 * 0 - 0 *	0.0
( ( ( 4 - 1 ) + 1 ) - 1 )	4 1 - 1 + 1 -	3.0
( 1 * ( 0 * 1 ) )	1 0 1 * *	0.0
( ( 3 / 3 ) + ( 3 / 3 ) )	3 3 / 3 3 / +	2.0
( 9 - ( 8 - ( 9 - 5 ) ) )	9 8 9 5 - - -	5.0
( ( 0 * 6 ) * ( 0 - 7 ) )	0 6 * 0 7 - *	0.0
( 4 + ( 4 + ( 4 / 2 ) ) )	4 4 4 2 / + +	10.0
( 3 - ( 3 + ( 3 * 3 ) ) )	3 3 3 3 * + -	-9.0
( ( 9 / 4 ) / ( 9 - 5 ) )	9 4 / 9 5 - /	0.5625
( ( ( 2 - 0 ) * 0 ) - 0 )	2 0 - 0 * 0 -	0.0
( 3 / ( 2 - ( 3 * 5 ) ) )	3 2 3 5 * - /	-0.23076923076923078
( ( 4 - 0 ) - ( 4 - 1 ) )	4 0 - 4 1 - -	1.0
( 4 / ( 5 + ( 4 * 3 ) ) )	4 5 4 3 * + /	0.23529411764705882
( ( ( 4 + 3 ) + 2 ) + 3 )	4 3 + 2 + 3 +	12.0
( 4 - ( 4 / ( 4 / 4 ) ) )	4 4 4 4 / / -	0.0
( 5 * ( 4 * ( 4 + 1 ) ) )	5 4 4 1 + * *	100.0
( ( ( 9 + 9 ) - 8 ) / 8 )	9 9 + 8 - 8 /	1.25
( ( 6 - 2 ) * ( 6 * 2 ) )	6 2 - 6 2 * *	48.0
( ( 7 - 1 ) - ( 6 / 1 ) )	7 1 - 6 1 / -	0.0
( 2 - ( 2 - ( 2 / 2 ) ) )	2 2 2 2 / - -	1.0
( 9 / ( 8 * ( 8 / 3 ) ) )	9 8 8 3 / * /	0.421875
( 1 * ( 0 * ( 0 * 5 ) ) )	1 0 0 5 * * *	0.0
( 0 + ( 0 + ( 0 - 5 ) ) )	0 0 0 5 - + +	-5.0
( 6 - ( 6 * 9 ) )	6 6 9 * -	-48.0
( 1 / ( 1 * ( 1 - 3 ) ) )	1 1 1 3 - * /	-0.5
( ( 1 - 2 ) * ( 1 * 2 ) )	1 2 - 1 2 * *	-2.0
( 8 * ( 8 / ( 8 / 5 ) ) )	8 8 8 5 / / *	40.0
